,product,category,sub_category,brand,sale_price,market_price,image_url,p_url,type,eancode,rating,description
357,Stain Remover Spray - Imported,Cleaning & Household,All Purpose Cleaners,Shout,399,399,https://www.bigbasket.com/media/uploads/p/mm/40069068_2-shout-stain-remover-spray-imported.jpg,https://www.bigbasket.com/pd/40069068/shout-stain-remover-spray-imported-500-ml/,Imported Cleaners,5000204893090,,"Laundry stain remover.
Plastic spray bottle,
Powerful stain fighters quickly penetrate, break up and eliminate tough stains.
Effective on motor oil, grass, blood and protein-based stains."
358,Colour Catcher Sheets,Cleaning & Household,All Purpose Cleaners,Dylon,799,799,https://www.bigbasket.com/media/uploads/p/mm/40211980_1-dylon-colour-catcher-sheets.jpg,https://www.bigbasket.com/pd/40211980/dylon-colour-catcher-sheets-40-sheets/,Imported Cleaners,5000325022713,,"1. Prevents Colour Run Accidents Colours that run in the water during the wash might bleed into your laundry. Thanks to its patented technology the sheet acts like a magnet and traps loose dye from the water - assuring maximum protection against discolouration and colour runs. The proof is on the sheet!
2. Allows Mixed Washes As the sheet protects against colour transfer it allows you to wash all colours together, even with whites. Colour Catcher protects your laundry and saves your time and money by allowing mixed washes.
3. Protects Colour Brightness Even if not seen by the eye, traces of dye might deposit every wash and build up a layer of mixed colours on the garment over time - making your coloured garments dull. The sheets trap dyes from the water before they deposit on the garments. It helps to keep your colours brighter for longer!
4. Prevents Greying Greying is an accumulation process. Grime and dirt are traces which redeposit on the fabric during several washes and their build-up becomes visible over time. By removing loose dirt particles from the wash the sheet protects the fabric from greying.
5. Effective at All Temperatures Extra absorbent fibres of the sheet provides maximum protection at all temperatures. For best results use Colour Catcher in every wash.
6. Prevents Residual Dirt Redepositing Dirt particles may also float in the wash water. With its unique feature, the sheet catches released dirt particles from the wash water for better cleanliness of your fabrics."
359,Spray & Wipe Floor Cleaner Green Apple,Cleaning & Household,All Purpose Cleaners,Dettol,479,479,https://www.bigbasket.com/media/uploads/p/mm/40199065_1-dettol-spray-wipe-floor-cleaner-green-apple.jpg,https://www.bigbasket.com/pd/40199065/dettol-spray-wipe-floor-cleaner-green-apple-1-l/,Floor & Other Cleaners,Invalid Code,4,"Unbeatable clean on kitchen grease
Removes bathroom dirt and soap scum
Kills 99.9% of bacteria such as e. coli
Leaves visible shine and fresh fragrance
Quick and easy floor cleaning solution"
360,Starch Spray For Easy Iron,Cleaning & Household,All Purpose Cleaners,Dylon,329,329,https://www.bigbasket.com/media/uploads/p/mm/40212020_1-dylon-starch-spray-for-easy-iron.jpg,https://www.bigbasket.com/pd/40212020/dylon-starch-spray-for-easy-iron-300-ml/,Imported Cleaners,5000325049543,,Restore the crisp fresh look of your fabric with Dylons fragranced spray starch simply spray onto your fabric and iron the spray starch contains silicone to sail through ironing in next to no time as well as natural starch to restore a crisp fresh look to your fabric this brilliant spray will not only have your fabrics looking pristine it'll also improve resistance to dirt and wear for a perfect finish that lasts directions preparation directions adjust iron heat to suit fabric turn arrow on spray button towards the mark on can rim shake can before each spray hold at 45°c angle spray 20cm from dry damp fabric allow to soak in briefly before ironing helpful hints effective on all washable not dry clean only fabrics including shirts trousers denim curtains bed table linen test on dark fabrics in a discrete area before use if the spray is blocked rinse nozzle under warm running water iron aid easy spray can make hard surfaces slippery if so please take
361,Multi-Surface Cleaner and Deodorizer - Lemon Fresh,Cleaning & Household,All Purpose Cleaners,Pine Sol,300,300,https://www.bigbasket.com/media/uploads/p/mm/20002210_2-pine-sol-multi-surface-cleaner-and-deodorizer-lemon-fresh.jpg,https://www.bigbasket.com/pd/20002210/pine-sol-multi-surface-cleaner-and-deodorizer-lemon-fresh-827-ml/,Imported Cleaners,Invalid Code,4.3,"This formula comes with 4x cleaning action: deodorises, cuts through grease, cuts through grime and cuts through the dirt. It deodorizes and adds a clean, fresh scent, It comes with easy-pour flip-top cap."
362,Oven Cleaner - Imported,Cleaning & Household,All Purpose Cleaners,Mr Muscle,399,399,https://www.bigbasket.com/media/uploads/p/mm/40208501_1-mr-muscles-oven-cleaner-imported.jpg,https://www.bigbasket.com/pd/40208501/mr-muscles-oven-cleaner-imported-300-ml/,Imported Cleaners,5000204890938,,"Mr Muscle knows cleaning should be as easy as possible, which is why we have created Mr Muscle Oven Cleaner. Specially designed to remove burnt-on oven grease, food and spills effectively, this oven degreaser gives your oven a sparkling clean finish. No additional scrubbing needed. Specially designed powerful kitchen cleaner. An oven cleaner that does not require scrubbing."
363,Vegetable & Fruit Wash,Cleaning & Household,All Purpose Cleaners,PureCult,209.3,299,https://www.bigbasket.com/media/uploads/p/mm/40208877_2-purecult-vegetable-fruit-wash.jpg,https://www.bigbasket.com/pd/40208877/purecult-vegetable-fruit-wash-500-ml/,Disinfectant Spray & Cleaners,8906125520152,,"PureCult Vegetable & Fruit wash is a 100% natural vegetable and fruit cleanser, powered by Organic Apple Cider Vinegar will wash away pesticides, wax, chemicals, microbes and other external dirt. The 100% pure sweet orange and lemon essential oils lend it cleaning and disinfecting power to the product.
Product: This bottle contains 500ml of concentrated, high-efficiency Vegetable & Fruit wash. This product is “Made in India” and proudly Indian owned.
Usage: The 100 % Natural vegetable & fruit cleanser, powered by organic apple cider vinegar will wash away pesticides, wax, chemicals, microbes & other external dirt.
Ingredients: This 100% Natural product contains plant-based cleanser, Apple Cider Vinegar, natural anti-microbial agents & essential oils sweet orange & lemon essential oils for disinfecting power.
Packaging: This formulation packaged in a recyclable bottle, delivers the best wash. The shrink-wrap on the bottle meets the 50 microns government regulation.
Be a Zero Hero: This product has Zero sulphates/phosphates/ammonia/bleach/artificial fragrance or added colour."
364,Cleaner - Fabric,Cleaning & Household,All Purpose Cleaners,Scotchgard,579,579,https://www.bigbasket.com/media/uploads/p/mm/40020065_2-scotchgard-cleaner-fabric.jpg,https://www.bigbasket.com/pd/40020065/scotchgard-cleaner-fabric-1-pc/,Floor & Other Cleaners,8901361303866,4.2,"A Unique Cleaner For Stains On Your Sofa Or Fabric. If You Have Pets, Children Or Messy Family Members, This Is A Must Have In Your Home!



The Scotchgard Fabric And Upholstery Cleaner Is A Must Have For Your Home. Not Only Does It Rid Your Beautiful Upholstery Off The Unwanted Stains, It Also Adds A Layer Of Protective Anti-Soiling Agents On Your Furniture, So The Next Time Some Spill Or Stain Happens On Your Sofa, All You Have To Do Is Wipe It Off With Ease!"
365,Surface Cleaner - Flora,Cleaning & Household,All Purpose Cleaners,Homizol,32.5,65,https://www.bigbasket.com/media/uploads/p/mm/40083361_1-homizol-surface-cleaner-flora.jpg,https://www.bigbasket.com/pd/40083361/homizol-surface-cleaner-flora-500-ml/,Floor & Other Cleaners,Invalid Code,3.5,"Special formulation kills maximum germs, leaves a pleasant aroma as well as removes toughest stains"
366,"Floor Cleaner - Liquid, Hand Made",Cleaning & Household,All Purpose Cleaners,Wild Ideas,120,120,https://www.bigbasket.com/media/uploads/p/mm/40124875_1-wild-ideas-floor-cleaner-liquid-hand-made.jpg,https://www.bigbasket.com/pd/40124875/wild-ideas-floor-cleaner-liquid-hand-made-500-ml/,Floor & Other Cleaners,8906094930501,4,Wild Ideas present their all-new range of Hand Made Liquid Castile Floor Cleaner topped with the added disinfecting and cleaning properties of Grapefruit Essential Oil. Your floors and other surfaces will be squeaky clean naturally.
367,Glass Cleaner,Cleaning & Household,All Purpose Cleaners,Hi-clean,740,740,https://www.bigbasket.com/media/uploads/p/mm/40091083_2-hi-clean-glass-cleaner.jpg,https://www.bigbasket.com/pd/40091083/hi-clean-glass-cleaner-5-l/,Floor & Other Cleaners,Invalid Code,,Hi clean 2x more shine with shine boosters
368,Washing Machine Cleaner - Imported,Cleaning & Household,All Purpose Cleaners,Dettol,579,579,https://www.bigbasket.com/media/uploads/p/mm/40208491_1-dettol-washing-machine-cleaner-imported.jpg,https://www.bigbasket.com/pd/40208491/dettol-washing-machine-cleaner-imported-250-ml/,Imported Cleaners,5011417563199,,"Keeping your washing machine clean as well as your clothes is an important factor to consider when trying to fight bacterial. Use Dettol washing machine cleaner every 2 months in a wash on its own to kill 99. 9 percent bacteria. This formula will reach hidden areas of the machine which will stop bad odors, leaving a lasting freshness in the machine."
369,Dish Washing Liquid - Citrus,Cleaning & Household,All Purpose Cleaners,Fairy,299,299,https://www.bigbasket.com/media/uploads/p/mm/40208497_1-fairy-dish-washing-liquid-citrus.jpg,https://www.bigbasket.com/pd/40208497/fairy-dish-washing-liquid-citrus-520-ml/,Imported Cleaners,4084500920149,,"Contains a rich formula for sparkling clean dishes and a fruity, floral scent. Fairy Clean & Fresh washing up liquid gives you sparkling clean dishes and its revolutionary formula infuses your kitchen with light, clean, fresh scents from around your sink."
370,Eliminate Odours Classic Fabric Freshener,Cleaning & Household,All Purpose Cleaners,Febreze,449,449,https://www.bigbasket.com/media/uploads/p/mm/40208498_1-febreze-eliminate-odours-classic-fabric-freshener.jpg,https://www.bigbasket.com/pd/40208498/febreze-eliminate-odours-classic-fabric-freshener-500-ml/,Imported Cleaners,5413149006690,,"The classic fragrance will bring the outside in with the fresh, clean scent of breeze dried laundry. Febreze fabric refresher freshens fabrics that won't go in the washing machine, like curtains, sofas, cushions and carpets. Everyday odours (like cooking odours, smoke, body odour, odours left by pets, mould and mildew odours etc). Can get trapped in fabrics and are gradually released back into the air over time, which can cause bad odours. Febreze fabric refresher spray has an odour elimination technology that seeks out those odours in fabrics to eliminate them (and thus stops them from coming back) while releasing a nice fresh and long-lasting fragrance. This is the dual benefit of Febreze fabric refresher: it eliminates odours and freshens."
371,Daily Cleaner - Cook Top,Cleaning & Household,All Purpose Cleaners,Weiman,700,700,https://www.bigbasket.com/media/uploads/p/mm/40094670_1-weiman-daily-cleaner-cook-top.jpg,https://www.bigbasket.com/pd/40094670/weiman-daily-cleaner-cook-top-355-ml/,Floor & Other Cleaners,Invalid Code,5,Cook top daily cleaner is specially formulated to clean shine and protect glass ceramic smooth top ranges.
372,Organic Eco-Friendly No Streak Glass Cleaner,Cleaning & Household,All Purpose Cleaners,Kolan,395,395,https://www.bigbasket.com/media/uploads/p/mm/40161303_1-kolan-organic-eco-friendly-no-streak-glass-cleaner.jpg,https://www.bigbasket.com/pd/40161303/kolan-organic-eco-friendly-no-streak-glass-cleaner-700-ml/,"Kitchen, Glass & Drain",Invalid Code,1,"Kolan No-Streak Glass Cleaner facilitates spotless and streak free cleaning & kills practically all harmful germs and bacteria thus providing a sparkling clean surface. Expertly removes all dust, grease & grime including handprints from all types of glass, mirror & steel. Safe and ideal for all types of hard surfaces including glass, mirror, wood, stainless steel, metal, plastic and laminates.Proprietary Multi-Enzyme Formula- Enzymes are proteins, composed of hundreds of amino acids, which are produced by living organisms. These enzymes are excellent biological catalysts and are very specific in nature. It provides a complete and hygiene cleaning solution by destroying the entire stain and odour in one application thus eliminating the need for harmful caustic chemicals found in common household cleaners."
373,Finish Dishwasher Freshener,Cleaning & Household,All Purpose Cleaners,Crystale,249,249,https://www.bigbasket.com/media/uploads/p/mm/40208319_1-crystale-finish-dishwasher-freshener.jpg,https://www.bigbasket.com/pd/40208319/crystale-finish-dishwasher-freshener-12-ml/,Imported Cleaners,5060267761781,,"The Crystale Dishwasher Freshener has our specially developed deodar ball made from Zeolite which naturally absorbs and eliminates odours whilst spreading a pleasant scent throughout your dishwasher and kitchen. It's very suitable for hard water areas, Phosphate-free and kinder to the environment. Probably the only thing that works harder is that we formulated our tablets with powerful cleaning action to remove even the toughest stains including beverages and dried-on food. With the added benefit of built-in salt and rinse aid, even suitable for hard water areas, glassware will be left streak-free and dishes sparkling."
374,Safe 24 - Multi Surface Protector,Cleaning & Household,All Purpose Cleaners,Berger BreatheEasy,199,199,https://www.bigbasket.com/media/uploads/p/mm/40202537_1-berger-breatheeasy-safe-24-multi-surface-protector.jpg,https://www.bigbasket.com/pd/40202537/berger-breatheeasy-safe-24-multi-surface-protector-300-ml-aerosol-can/,Disinfectant Spray & Cleaners,8908015093050,5,BreatheEasy Safe 24 Multi Surface Protector provides assured 24 hours protection to the surfaces from bacteria and viruses including Covid-19 virus with a single spray only. You can now breathe easy for full day with germ free surfaces.
375,Organic Eco-Friendly Leather & Upholstery Cleaner,Cleaning & Household,All Purpose Cleaners,Kolan,695,695,https://www.bigbasket.com/media/uploads/p/mm/40161302_1-kolan-organic-eco-friendly-leather-upholstery-cleaner.jpg,https://www.bigbasket.com/pd/40161302/kolan-organic-eco-friendly-leather-upholstery-cleaner-700-ml/,"Metal, Furniture Cleaner",Invalid Code,5,"Kolan leather & upholstery cleaner cleanses conditions, protects and restores all types of leather and carpets, including car seats and interiors. Effectively eliminates soil, pet accidents, ink marks, ketchup, blood marks, beverages, food stains etc. It eliminates odour by destroying the source. It is safe and ideal for all types of upholstery including curtains and is strongly recommended for leather accessories like shoes, bags, wallets, belts & purses.Proprietary Multi enzyme Formula- The enzymes are proteins, composed of hundreds of amino acids, which are produced by living organisms. These enzymes are excellent biological catalysts and are very specific in nature. It provides a complete and hygienic cleaning solution by destroying the entire stain and odour in one application thus eliminating the need for harmful caustic chemicals found in common household cleaners."
376,"Clean N Fresh Dishwasher Tablets - 7-in-1, Lemon",Cleaning & Household,All Purpose Cleaners,Clean & Fresh,499,499,https://www.bigbasket.com/media/uploads/p/mm/40211985_1-clean-fresh-clean-n-fresh-dishwasher-tablets-7-in-1-lemon.jpg,https://www.bigbasket.com/pd/40211985/clean-fresh-clean-n-fresh-dishwasher-tablets-7-in-1-lemon-30-tablets/,Imported Cleaners,5010159895209,,"Outstanding cleaning, with active stain remover to cut through greasy food residues Rinse aid, to ensure a brilliant shine, especially on glassware Salt action leaves dishes spotless and helps keep the machine clean to Glass protection agent, protects against the effect of corrosion keeping glasses looking newer for longer Stainless steel shine, leaves stainless steel items with an extra sparkle leaves the machine clean as well as your dishes Suitable for all brands dishwashers."
377,"Water Saving Aerator - Switch, ABS Body",Cleaning & Household,All Purpose Cleaners,ECO365,409,409,https://www.bigbasket.com/media/uploads/p/mm/40182807_6-eco365-water-saving-aerator-switch-abs-body.jpg,https://www.bigbasket.com/pd/40182807/eco365-water-saving-aerator-switch-abs-body-1-pc/,"Kitchen, Glass & Drain",8908009131249,3,"Eco365 presents water saving aerator for kitchen & washbasin tap. Its flow rate is as per green building norms. It is designed with a flow rate of 6-8 litres per minute to cut down on unnecessary water consumption. The pack contains one aerator measuring 22 mm in diameter (universal size). Regular pre-installed aerators on taps dispense much more water than actually required. Eco365 water saving aerator can reduce this water wastage by up to 80%. In a years time, an Eco365 aerator installed tap could save approx. 40000 litres of fresh water. Water saved is water earned. Measure your tap's opening before ordering. Tap aerators might be small but are one of the most essential parts of any tap set up. Covert your existing water taps into water-saving taps with Eco365 Aerator!"
378,Germ Kill Spray,Cleaning & Household,All Purpose Cleaners,Morisons,105,210,https://www.bigbasket.com/media/uploads/p/mm/40197379_1-morisons-germ-kill-spray.jpg,https://www.bigbasket.com/pd/40197379/morisons-germ-kill-spray-150-ml/,Floor & Other Cleaners,Invalid Code,3,"Morisons Germ Kill Spray instantly cleans your house hard and soft surfaces to make it safer for you indoors. It is safe to use on the skin too and can be taken to outdoor trips to clean surfaces such as public toilet seats to avoid any kind of infection.Useful for high traffic surfaces such as Tables, Doorknobs, Chairs, Curtains, keys, Car Seats, Packages etc. With one easy spray, kill 99.9% germs around the home including bacteria, mould & fungi. Enhanced with the goodness of Aloe Vera which nourishes the skin. An economical pack which comes with 800 sprays with no gas, hence less wastage."
379,IMPORTED - Cotton Pads Rounds with Non Woven 2 Sided,Cleaning & Household,All Purpose Cleaners,Caremate,130,130,https://www.bigbasket.com/media/uploads/p/mm/40108876_1-caremate-imported-cotton-pads-rounds-with-non-woven-2-sided.jpg,https://www.bigbasket.com/pd/40108876/caremate-imported-cotton-pads-rounds-with-non-woven-2-sided-80-pcs/,Imported Cleaners,Invalid Code,4.1,"Caremate cotton pads are made of 100% pure cotton and can be used for multiple purposes. It is a pad of soft fiber that is primarily used for medical or cosmetic purposes. These cotton pads are excellent for cosmetic use, for babies and for medical applications. Use the soft cotton pads to apply or remove make up, creams, lotions, oils, nail paint, antiseptics and ointments. This cotton pads have top and bottom layer of non woven to make it ideal for 2 sided use and also to make it lint free."
380,All In One Dishwasher Tablets - Lemon,Cleaning & Household,All Purpose Cleaners,Astonish,1050,1050,https://www.bigbasket.com/media/uploads/p/mm/40208316_1-astonish-all-in-one-dishwasher-tablets-lemon.jpg,https://www.bigbasket.com/pd/40208316/astonish-all-in-one-dishwasher-tablets-lemon-100-pcs/,Imported Cleaners,5060060210738,4,"Astonish All in One Dishwasher Tablets Lemon are formulated with a powerful scrubbing action to remove tough spots and stains including pickle, beverage and dried-on food. These tablets have a built-in salt and rinse aid to leave glassware streak-free and dishes sparkling. It's very suitable for hard water areas, Phosphate-free and kinder to the environment. Probably the only thing that works harder is that we formulated our tablets with powerful cleaning action to remove even the toughest stains including beverages and dried-on food. With the added benefit of built-in salt and rinse aid, even suitable for hard water areas, glassware will be left streak-free and dishes sparkling."
381,Flushable Toilet Wipes - Imported,Cleaning & Household,All Purpose Cleaners,Pure Wipes,229,229,https://www.bigbasket.com/media/uploads/p/mm/40208332_1-pure-wipes-flushable-toilet-wipes-imported.jpg,https://www.bigbasket.com/pd/40208332/pure-wipes-flushable-toilet-wipes-imported-60-pcs/,Imported Cleaners,5060110225668,5,"Pure Flushable Toilet Wipes can be used as a convenient way to clean moreover disinfect your household surfaces. Each Pre-Moistened Disposable Wipe Kills Germs Wheresoever you use it. It's suitable on all surfaces. It cleans virus on hard, Non-Porous surfaces in minutes. It provides professional disinfection at home and on the go. It has been specially designed to effectively disinfect regularly touched surfaces of car interiors, furniture's, doorknobs, glass, etc. It is safe to use on hands and surfaces. Sanitise and disinfect with Disinfecting Wipes for a bleach-free, all-in-one cleaning alternative that’s safe to use on any surfaces and more with a fresh fragrance."
382,Shiny Steel,Cleaning & Household,All Purpose Cleaners,Smac,250,250,https://www.bigbasket.com/media/uploads/p/mm/40208476_1-smac-shiny-steel.jpg,https://www.bigbasket.com/pd/40208476/smac-shiny-steel-500-ml/,Imported Cleaners,8002150030526,,Contains a special formula with active-oxygen which guarantees hygiene and cleanliness.
383,"Anti Bacterial Household Surface - 40%Extra free, Imported",Cleaning & Household,All Purpose Cleaners,Green Shield,249,249,https://www.bigbasket.com/media/uploads/p/mm/70001031_4-green-shield-anti-bacterial-household-surface-40extra-free-imported.jpg,https://www.bigbasket.com/pd/70001031/green-shield-anti-bacterial-household-surface-40extra-free-imported-70-pcs-pouch/,Imported Cleaners,5060110225316,,"Greenshield Anti Bacterial Household Surface Wipes can be used as a convenient way to clean moreover disinfect your household surfaces. Each Pre-Moistened Disposable Wipe Kills Germs Wheresoever you use it. It's suitable on all surfaces. It cleans virus on hard, Non-Porous surfaces in minutes. It provides professional disinfection at home and on the go. It has been specially designed to effectively disinfect regularly touched surfaces of car interiors, furniture's, doorknobs, glass, etc. It is safe to use on hands and surfaces. Sanitize and disinfect with Disinfecting Wipes for a bleach-free, all-in-one cleaning alternative that’s safe to use on any surfaces and more with a fresh fragrance."
384,Organic Eco-Friendly All Purpose Surface Spray Cleaner,Cleaning & Household,All Purpose Cleaners,Kolan,395,395,https://www.bigbasket.com/media/uploads/p/mm/40161301_1-kolan-organic-eco-friendly-all-purpose-surface-spray-cleaner.jpg,https://www.bigbasket.com/pd/40161301/kolan-organic-eco-friendly-all-purpose-surface-spray-cleaner-700-ml/,Imported Cleaners,Invalid Code,5,"Kolan All Purpose Surface Spray cleanses shines, disinfects and kills practically all harmful germs and bacteria from the surface. It expertly removes fats, oils, grease, grime & watermark stains from all areas and eliminates odour at the source. This cleaner is safe and ideal for all areas of your home and office including all appliances and hard surfaces which are water safe.Proprietary Multi-Enzyme Formula- The enzymes are proteins, composed of hundreds of amino acids, which are produced by living organisms. These enzymes are excellent biological catalysts and are very specific in nature. It provides a complete and hygiene cleaning solution by destroying the entire stain and odour in one application thus eliminating the need for harmful caustic chemicals found in common household cleaners."
385,Body Bliss Vanilla and Macadamia Body Lotion - Imported,Cleaning & Household,All Purpose Cleaners,Creightons,429,429,https://www.bigbasket.com/media/uploads/p/mm/40208490_1-creightons-body-bliss-vanilla-and-macadamia-body-lotion-imported.jpg,https://www.bigbasket.com/pd/40208490/creightons-body-bliss-vanilla-and-macadamia-body-lotion-imported-400-ml/,Imported Cleaners,5015833320565,,Body Bliss Vanilla & Macadamia Body Lotion 400ml Indulge your senses and pamper yourself with heavenly extracts of Vanilla & Macadamia. Body Bliss formulations have been lovingly made with natural and sustainably sourced fruit extracts that are vegan-friendly and cruelty-free. By using recycled materials where possible we are making steps towards reducing virgin plastic consumption by reusing single-use plastics.
386,Intense 4Blocks Ocean Fresh,Cleaning & Household,All Purpose Cleaners,Wc Net,285,285,https://www.bigbasket.com/media/uploads/p/mm/40208483_1-wc-net-intense-4blocks-ocean-fresh.jpg,https://www.bigbasket.com/pd/40208483/wc-net-intense-4blocks-ocean-fresh-4-x-34-g/,Imported Cleaners,8004050009756,,"WC Net Rim Blocks is a perfumed toilet cleaner that removes odours, long-lasting smell, and deep cleans and hygienists the toilet bowl. The special formula creates a strong foam for complete purity, and thanks to the elongated shape of the pad release enzymes throughout the toilet bowl surface."
387,Bathroom Surface Wipes - Imported,Cleaning & Household,All Purpose Cleaners,Green Shield,249,249,https://www.bigbasket.com/media/uploads/p/mm/70001029_3-green-shield-bathroom-surface-wipes-imported.jpg,https://www.bigbasket.com/pd/70001029/green-shield-bathroom-surface-wipes-imported-70-pcs-pouch/,Imported Cleaners,5060110227150,,"Greenshield Bathroom Surface Wipes can be used as a convenient way to clean moreover disinfect your household surfaces. Each Pre-Moistened Disposable Wipe Kills Germs Wheresoever you use it. It's suitable on all surfaces. It cleans virus on hard, Non-Porous surfaces in minutes. It provides professional disinfection at home and on the go. It has been specially designed to effectively disinfect regularly touched surfaces of car interiors, furniture's, doorknobs, glass, etc. It is safe to use on hands and surfaces. Sanitize and disinfect with Disinfecting Wipes for a bleach-free, all-in-one cleaning alternative that’s safe to use on any surfaces and more with a fresh fragrance."
388,Original Milti Purpose Cleaner,Cleaning & Household,All Purpose Cleaners,ELBOW GREASE,299,299,https://www.bigbasket.com/media/uploads/p/mm/40211996_1-elbow-grease-original-milti-purpose-cleaner.jpg,https://www.bigbasket.com/pd/40211996/elbow-grease-original-milti-purpose-cleaner-500-ml/,Imported Cleaners,5050375087323,,"Elbow Grease® is the truly fantastic No.1 Degreaser for use all around the home. The ultimate power degreasing properties of this cleaner make it the only cleaner you will ever need. The uses are endless! Multipurpose degreaser and cleaner. Removes grease and oil from fabrics, metal and plastic. Works with kitchen surfaces and bathrooms. Elbow Grease cleans pots, pans, kitchen tops, ovens, microwaves, showers, sinks, BBQs, and much, much more."
389,Floor Cleaner - Anti-Bacterial Lavender,Cleaning & Household,All Purpose Cleaners,Good maid,399,399,https://www.bigbasket.com/media/uploads/p/mm/70001011_1-good-maid-floor-cleaner-anti-bacterial-lavender.jpg,https://www.bigbasket.com/pd/70001011/good-maid-floor-cleaner-anti-bacterial-lavender-2000-ml-bottle/,Floor & Other Cleaners,9556202800371,3.5,"Goodmaid Superclean Floor Cleaner Formulation Is Non-Sticky And Gives You Shiny Floors In A Quick And Convenient One-Step Process. It DoesnÃƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€ Ã¢‚¬„¢ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€šÃ‚¢ÃƒÆ’Ã‚¢Ãƒ¢Ã¢€š¬Ã…¡Ãƒ€šÃ‚¬ÃƒÆ’Ã¢‚¬¦Ãƒ€šÃ‚¡ÃƒÆ’Ã†€™Ãƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¬ÃƒÆ’Ã†€™Ãƒ€ Ã¢‚¬„¢ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€šÃ‚¢ÃƒÆ’Ã‚¢Ãƒ¢Ã¢€š¬Ã…¡Ãƒ€šÃ‚¬ÃƒÆ’Ã¢‚¬¦Ãƒ€šÃ‚¾ÃƒÆ’Ã†€™Ãƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢T Leave Behind Sticky Residue That Can Trap Dirt And Grime. ItÃƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€ Ã¢‚¬„¢ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€šÃ‚¢ÃƒÆ’Ã‚¢Ãƒ¢Ã¢€š¬Ã…¡Ãƒ€šÃ‚¬ÃƒÆ’Ã¢‚¬¦Ãƒ€šÃ‚¡ÃƒÆ’Ã†€™Ãƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¬ÃƒÆ’Ã†€™Ãƒ€ Ã¢‚¬„¢ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€šÃ‚¢ÃƒÆ’Ã‚¢Ãƒ¢Ã¢€š¬Ã…¡Ãƒ€šÃ‚¬ÃƒÆ’Ã¢‚¬¦Ãƒ€šÃ‚¾ÃƒÆ’Ã†€™Ãƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢S Suitable For All Floor Surfaces And Leaves A Fresh Scent After Every Clean. ItÃƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€ Ã¢‚¬„¢ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€šÃ‚¢ÃƒÆ’Ã‚¢Ãƒ¢Ã¢€š¬Ã…¡Ãƒ€šÃ‚¬ÃƒÆ’Ã¢‚¬¦Ãƒ€šÃ‚¡ÃƒÆ’Ã†€™Ãƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¬ÃƒÆ’Ã†€™Ãƒ€ Ã¢‚¬„¢ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢ÃƒÆ’Ã†€™Ãƒ€šÃ‚¢ÃƒÆ’Ã‚¢Ãƒ¢Ã¢€š¬Ã…¡Ãƒ€šÃ‚¬ÃƒÆ’Ã¢‚¬¦Ãƒ€šÃ‚¾ÃƒÆ’Ã†€™Ãƒ¢Ã¢€š¬Ã…¡ÃƒÆ’Ã¢‚¬Å¡Ãƒ€šÃ‚¢S Also Effective In Cleaning Hard Surfaces Such As Refrigerators, Cupboards, Walls, Counters, Sinks And More"
390,Pure Soapnut Liquid - Multi Purpose Cleaner Spray,Cleaning & Household,All Purpose Cleaners,Bubblenut Wash,149,149,https://www.bigbasket.com/media/uploads/p/mm/40157451_1-bubblenut-wash-pure-soapnut-liquid-multi-purpose-cleaner-spray.jpg,https://www.bigbasket.com/pd/40157451/bubblenut-wash-pure-soapnut-liquid-multi-purpose-cleaner-spray-500-ml/,Floor & Other Cleaners,7101364064837,4,"Regular surface cleaners contain surfactants and fragrances that can irritate skin, cause respiratory problems and pollute the environment. BubbleNut Wash contains saponin, a natural surfactant extracted from soapnuts that can take care of household cleaning needs. 
Key benefits are:  
Free from ammonia, volatile organic compounds, Alkyl Benzene Sulphates, artificial fragrance, colour, bleach 
100% natural"
